title,car_number,price,new_car_price,licensing_time,miles,license_location,battery_volume,battery_power_data,battery_torque_data,endurance_miles,make,type,record_date
江铃集团新能源 江淮iEV6E 2017款 iEV6E   ,HC-50937661,?5.04 ,新车指导价13.90万(含税),2017-10,0.01万公里,衡水,22,45.0,175,170,江淮汽车,微型车,2018-11-28
江铃集团新能源 江铃E200 2016款 标准型  ,HC-50357206,?3.98 ,新车指导价19.50万(含税),2017-06,0.01万公里,安庆,17.3,30.0,130,152,江铃集团新能源,微型车,2018-11-28
康迪 2016款 K17A 时尚型 ,HC-48098096,?4.00 ,新车指导价17.90万(含税),2016-12,1.25万公里,天津,20,35.0,165,151,康迪电动汽车集团,小型车,2018-11-28
北汽新能源 EV系列 2014款 E150EV 科技版  ,HC-49931085,?5.00 ,新车指导价25.10万(含税),2015-05,3.24万公里,青岛,25.6,45.0,144,150,北汽新能源,小型车,2018-11-28
知豆D2 2016款 D2   ,HC-48127949,?3.15 ,新车指导价17.20万(含税),2017-08,0.38万公里,深圳,18,15.0,95,155,知豆电动车,微型车,2018-11-28
江淮iEV 2015款 iEV4 豪华型  ,HC-46832616,?2.95 ,新车指导价16.60万(含税),2015-09,2.49万公里,郑州,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
宝马i3 2014款 豪华型(进口)  ,HC-50666154,?21.50 ,新车指导价48.80万(含税),2016-06,3.69万公里,上海,19,125.0,250,185,宝马(进口),小型车,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-48766580,?106.00 ,,2017-11,1.9万公里,无锡,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
众泰 芝麻 2017款 标准型   ,HC-52550358,?3.99 ,新车指导价13.00万(含税),2017-12,0.42万公里,开封,16,30.0,150,150,众泰汽车,微型车,2018-11-28
特斯拉MODEL S 2016款 MODEL S 60   ,HC-50733689,?58.00 ,新车指导价76.90万(含税),2017-11,0.57万公里,上海,60,284.8,440,400,特斯拉,中大型车,2018-11-28
奇瑞 艾瑞泽5e 2017款 智享版  ,HC-54110348,?12.98 ,新车指导价24.20万(含税),2017-12,0.06万公里,濮阳,49,90.0,276,351,奇瑞新能源,紧凑型车,2018-11-28
电咖汽车 电咖·EV10 2018款 专业版   ,HC-50956973,?6.00 ,新车指导价14.50万(含税),2017-12,0.63万公里,台州,21,42.0,150,155,电咖汽车,微型车,2018-11-28
江铃集团新能源 江铃E100 2016款 标准型   ,HC-46655288,?3.00 ,新车指导价16.90万(含税),2017-11,0.22万公里,重庆,15,20.0,110,152,江铃集团新能源,微型车,2018-11-28
长城C30新能源 2017款 EV 豪华型   ,HC-48761001,?6.60 ,新车指导价15.50万(含税),2017-12,0.11万公里,漳州,26.57,90.0,240,200,长城汽车,紧凑型车,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵动版    ,HC-48731489,?3.70 ,新车指导价16.50万(含税),2017-04,1.83万公里,邯郸,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
奇瑞eQ1 2017款 智炫版 2座   ,HC-50848431,?4.60 ,新车指导价18.00万(含税),2017-09,1.85万公里,郑州,18.2,30.0,120,151,奇瑞新能源,微型车,2018-11-28
江淮iEV 2015款 iEV4 豪华智能型  ,HC-47217506,?3.50 ,新车指导价16.80万(含税),2016-10,6.42万公里,广州,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵秀版  ,HC-51277976,?4.18 ,新车指导价17.10万(含税),2017-12,0.99万公里,南阳,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
江淮iEV 2015款 iEV5  ,HC-43058627,?4.50 ,新车指导价19.50万(含税),2016-12,1.18万公里,福州,23,50.0,215,170,江淮汽车,小型车,2018-11-28
奇瑞eQ1 2017款 智享版 2座   ,HC-50934499,?4.30 ,新车指导价17.60万(含税),2017-12,0.93万公里,莆田,18.2,30.0,120,151,奇瑞新能源,微型车,2018-11-28
江淮iEV 2014款 iEV4  ,HC-48843100,?4.27 ,新车指导价18.40万(含税),2016-10,1.86万公里,宿州,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
江铃集团新能源 江铃E160 2017款 舒适型   ,HC-49911151,?4.14 ,新车指导价10.40万(含税),2017-05,1.53万公里,衢州,20,35.0,165,152,江铃集团新能源,小型车,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-52511433,?95.00 ,新车指导价106.90万(含税),2017-03,0.93万公里,广州,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E  ,HC-46814401,?4.60 ,新车指导价13.90万(含税),2017-10,1.67万公里,温州,22,45.0,175,170,江淮汽车,微型车,2018-11-28
江铃集团新能源 江铃E200 2016款 标准型   ,HC-47549630,?3.20 ,新车指导价19.50万(含税),2017-06,2.03万公里,镇江,17.3,30.0,130,152,江铃集团新能源,微型车,2018-11-28
北汽新能源 EV系列 2015款 EV200 轻享版  ,HC-49847160,?5.00 ,新车指导价26.80万(含税),2015-10,5.64万公里,上海,30.4,53.0,180,200,北汽新能源,小型车,2018-11-28
特斯拉Model X 2016款 Model X 75D  ,HC-53188195,?83.80 ,新车指导价104.70万(含税),2018-06,1.56万公里,杭州,75,386.0,-,406,特斯拉,中大型SUV,2018-11-28
江淮iEV7S 2017款 智尊型   ,HC-49149459,?9.00 ,新车指导价22.50万(含税),2018-06,0.67万公里,深圳,39,85.0,270,280,江淮汽车,小型SUV,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E   ,HC-49448529,?5.30 ,新车指导价13.90万(含税),2017-07,0.05万公里,徐州,22,45.0,175,170,江淮汽车,微型车,2018-11-28
奇瑞eQ 2015款 豪华型  ,HC-49401008,?2.50 ,新车指导价17.90万(含税),2015-04,4.62万公里,上海,22.3,41.8,150,151,奇瑞新能源,微型车,2018-11-28
长安 奔奔 2017款 纯电动 210公里标准型  ,HC-49155715,?6.00 ,新车指导价17.50万(含税),2017-11,3.12万公里,深圳,27.5,55.0,170,210,长安汽车,微型车,2018-11-28
比亚迪e6 2014款 精英版   ,HC-48273250,?11.50 ,新车指导价35.80万(含税),2015-07,5.82万公里,北京,57,90.0,450,300,比亚迪,MPV,2018-11-28
众泰 2016款 云100S 豪华型  ,HC-55301284,?4.60 ,新车指导价18.40万(含税),2016-11,2.21万公里,青岛,22,27.0,140,155,众泰汽车,微型车,2018-11-28
江铃集团新能源 江铃E100 2016款 标准型   ,HC-49842808,?4.04 ,新车指导价16.90万(含税),2017-12,0.1万公里,湛江,15,20.0,110,152,江铃集团新能源,微型车,2018-11-28
江铃集团新能源 江铃E200 2016款 标准型  ,HC-50285872,?3.50 ,新车指导价19.50万(含税),2016-11,3.76万公里,镇江,17.3,30.0,130,152,江铃集团新能源,微型车,2018-11-28
特斯拉Model X 2017款 Model X 100D   ,HC-53589537,?120.00 ,,2018-04,0.48万公里,上海,100,386.0,-,552,特斯拉,中大型SUV,2018-11-28
特斯拉Model X 2016款 Model X 75D   ,HC-50246156,?79.00 ,新车指导价104.70万(含税),2017-11,0.86万公里,北京,75,386.0,-,406,特斯拉,中大型SUV,2018-11-28
特斯拉Model X 2016款 MODEL X 90D  ,HC-54845816,?85.00 ,新车指导价106.90万(含税),2017-01,4.1万公里,北京,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
东风风神E30 2015款 E30L  ,HC-48553450,?3.50 ,新车指导价21.70万(含税),2015-12,4.5万公里,武汉,20.5,17.0,64,150,东风乘用车,微型车,2018-11-28
江淮iEV 2015款 iEV4 豪华智能型   ,HC-46079379,?3.80 ,新车指导价16.80万(含税),2016-10,3.56万公里,北京,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版   ,HC-49450994,?4.85 ,新车指导价12.90万(含税),2018-03,0.32万公里,衡水,19.66,60.0,200,156,江淮汽车,微型车,2018-11-28
长安欧尚 奔奔mini-e 2017款 标准型   ,HC-48255549,?3.15 ,新车指导价9.00万(含税),2017-10,0.27万公里,达州,17.3,30.0,150,151,长安汽车,微型车,2018-11-28
知豆D2 2016款 D2S   ,HC-47944056,?3.50 ,新车指导价20.50万(含税),2017-12,1.05万公里,深圳,18,15.0,95,155,知豆电动车,微型车,2018-11-28
众泰 芝麻E30 2016款 E30标准型 ,HC-51264989,?2.80 ,新车指导价19.50万(含税),2015-12,0.87万公里,武汉,16,30.0,150,150,众泰汽车,微型车,2018-11-28
御捷E行 2018款 标准型   ,HC-46575452,?4.00 ,新车指导价14.80万(含税),2017-12,0.14万公里,昆明,22,36.0,230,153,御捷新能源,微型车,2018-11-28
江淮iEV 2015款 iEV5  ,HC-48656196,?4.50 ,新车指导价19.50万(含税),2016-12,7.46万公里,芜湖,23,50.0,215,170,江淮汽车,小型车,2018-11-28
荣威eRX5 2017款 ERX5 EV400 电动互联网旗舰版   ,HC-50016781,?16.50 ,新车指导价30.60万(含税),2018-02,0.55万公里,烟台,48.3,85.0,255,320,上汽集团,紧凑型SUV,2018-11-28
江淮iEV 2015款 iEV4 豪华型 ,HC-49342855,?4.00 ,新车指导价16.60万(含税),2015-11,4.95万公里,太原,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵动版   ,HC-50837628,?4.77 ,新车指导价16.50万(含税),2017-12,0.07万公里,葫芦岛,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
吉利 帝豪EV 2017款 三厢 EV300 精英型   ,HC-50887216,?12.80 ,新车指导价22.30万(含税),2017-10,3.22万公里,深圳,41,95.0,240,300,吉利汽车,紧凑型车,2018-11-28
康迪 2015款 K10b   ,HC-45897013,?2.70 ,新车指导价16.40万(含税),2015-12,1.58万公里,沈阳,-,20.0,103,150,康迪全球鹰电动汽车,微型车,2018-11-28
江淮iEV 2017款 iEV4 豪华型  ,HC-48785625,?5.00 ,新车指导价14.80万(含税),2017-08,0.36万公里,孝感,23,42.0,165,170,江淮汽车,小型车,2018-11-28
江淮iEV 2015款 iEV5  ,HC-47854094,?4.30 ,新车指导价19.50万(含税),2015-09,4.98万公里,武汉,23,50.0,215,170,江淮汽车,小型车,2018-11-28
众泰E200 2018款 飞鱼座   ,HC-47547535,?5.98 ,新车指导价19.70万(含税),2018-06,0.01万公里,南阳,24.5,60.0,160,165,众泰汽车,微型车,2018-11-28
江淮iEV 2015款 iEV5  ,HC-43058627,?4.50 ,新车指导价19.50万(含税),2016-12,1.18万公里,福州,23,50.0,215,170,江淮汽车,小型车,2018-11-28
北汽新能源 EC系列 2017款 EC200 灵动版   ,HC-48107271,?5.50 ,新车指导价17.20万(含税),2018-04,0.55万公里,徐州,-,36.0,140,162,北汽新能源,微型车,2018-11-28
江铃集团新能源 江铃E200 2016款 舒适型  ,HC-46910772,?2.80 ,新车指导价19.80万(含税),2016-10,1.54万公里,大连,17.3,30.0,130,152,江铃集团新能源,微型车,2018-11-28
江淮iEV7S 2017款 智尊型   ,HC-50374291,?9.20 ,新车指导价22.50万(含税),2018-04,1.76万公里,蚌埠,39,85.0,270,280,江淮汽车,小型SUV,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E  ,HC-50371651,?5.20 ,新车指导价13.90万(含税),2017-06,1.81万公里,开封,22,45.0,175,170,江淮汽车,微型车,2018-11-28
众泰 2017款 云100plus 豪华型   ,HC-51186469,?4.37 ,新车指导价11.80万(含税),2017-12,0.37万公里,赣州,20,27.0,140,155,众泰汽车,微型车,2018-11-28
康迪 2015款 K10b ,HC-44673866,?1.50 ,新车指导价16.40万(含税),2015-12,1.89万公里,宁波,-,20.0,103,150,康迪全球鹰电动汽车,微型车,2018-11-28
江淮iEV 2015款 iEV4 豪华型   ,HC-46957784,?3.30 ,新车指导价16.60万(含税),2015-11,2.23万公里,上海,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵动版   ,HC-49436342,?5.28 ,新车指导价16.50万(含税),2017-12,0.12万公里,大同,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
知豆 2014款 标准型  ,HC-46538805,?2.20 ,新车指导价11.80万(含税),2015-04,2.96万公里,武汉,-,9.0,82,120,知豆电动车,微型车,2018-11-28
知豆D2 2017款 D2 乐享版   ,HC-46094182,?4.20 ,新车指导价16.50万(含税),2018-05,0.18万公里,宿州,18,15.0,90,155,知豆电动车,微型车,2018-11-28
江淮iEV 2014款 iEV4  ,HC-49033729,?3.32 ,新车指导价18.40万(含税),2013-01,0.68万公里,包头,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E   ,HC-47656001,?5.49 ,新车指导价13.90万(含税),2018-03,0.68万公里,太原,22,45.0,175,170,江淮汽车,微型车,2018-11-28
东风小康EC36 2017款 基本型   ,HC-50974239,?6.20 ,新车指导价13.80万(含税),2017-06,1.05万公里,重庆,38.2,60.0,191,200,东风小康,微面,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版   ,HC-48271755,?3.96 ,新车指导价12.90万(含税),2017-08,1.69万公里,济宁,19.66,60.0,200,156,江淮汽车,微型车,2018-11-28
昌河 北斗星X5E 2017款 EV268 畅行版   ,HC-49643007,?6.00 ,新车指导价15.50万(含税),2017-12,0.65万公里,天津,32,55.0,180,260,北汽昌河,微型车,2018-11-28
知豆D1 2016款 标准型   ,HC-46230721,?2.80 ,新车指导价17.20万(含税),2016-11,1.95万公里,天津,18,15.0,95,180,知豆电动车,微型车,2018-11-28
众泰 2016款 云100S 豪华型  ,HC-51682855,?4.05 ,新车指导价18.40万(含税),2016-11,1.2万公里,赣州,22,27.0,140,155,众泰汽车,微型车,2018-11-28
众泰 2016款 云100S 豪华型    ,HC-48570029,?4.00 ,新车指导价18.40万(含税),2017-09,1.98万公里,宁波,22,27.0,140,155,众泰汽车,微型车,2018-11-28
江淮iEV 2015款 iEV5  ,HC-49829922,?6.00 ,新车指导价19.50万(含税),2016-05,4.46万公里,天津,23,50.0,215,170,江淮汽车,小型车,2018-11-28
北汽新能源 EU系列 2017款 EU260 乐途plus版    ,HC-47076074,?11.50 ,新车指导价22.30万(含税),2017-11,2.38万公里,上海,41.4,100.0,260,260,北汽新能源,紧凑型车,2018-11-28
特斯拉Model X 2016款 MODEL X 90D  ,HC-40937881,?95.00 ,新车指导价106.90万(含税),2017-02,4.12万公里,天津,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
江淮iEV 2015款 iEV4 豪华型 ,HC-51460853,?4.20 ,新车指导价16.60万(含税),2015-09,3.15万公里,济宁,19.2,42.0,170,152,江淮汽车,小型车,2018-11-28
北汽新能源 EV系列 2015款 EV160 轻快版   ,HC-46615229,?4.30 ,新车指导价19.20万(含税),2015-07,4.42万公里,上海,25.6,53.0,180,160,北汽新能源,小型车,2018-11-28
北汽新能源 EV系列 2015款 EV160 轻快版   ,HC-46542270,?4.00 ,新车指导价19.20万(含税),2015-09,6.02万公里,上海,25.6,53.0,180,160,北汽新能源,小型车,2018-11-28
知豆D2 2015款 D2  ,HC-48575693,?2.43 ,新车指导价17.20万(含税),2015-12,2.73万公里,长沙,-,9.0,85,180,知豆电动车,微型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E   ,HC-44821521,?4.80 ,新车指导价13.90万(含税),2017-07,0.77万公里,北京,22,45.0,175,170,江淮汽车,微型车,2018-11-28
特斯拉Model X 2016款 MODEL X 60D   ,HC-46635076,?70.00 ,新车指导价81.90万(含税),2017-04,1.14万公里,福州,60,386.0,-,355,特斯拉,中大型SUV,2018-11-28
特斯拉MODEL S 2015款 MODEL S P85D ,HC-49123982,?63.00 ,新车指导价108.50万(含税),2015-04,4.18万公里,中山,85,568.0,-,491,特斯拉,中大型车,2018-11-28
特斯拉Model X 2017款 Model X 100D   ,HC-48232914,?90.00 ,新车指导价124.20万(含税),2018-01,1.07万公里,北京,100,386.0,-,552,特斯拉,中大型SUV,2018-11-28
特斯拉Model X 2016款 MODEL X 90D   ,HC-54013279,?100.00 ,,2018-08,0.68万公里,武汉,90,386.0,-,489,特斯拉,中大型SUV,2018-11-28
腾势 2017款 荣耀版  ,HC-52353926,?25.00 ,新车指导价47.00万(含税),2017-11,1.18万公里,岳阳,62,135.0,300,352,腾势汽车,中型车,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵动版    ,HC-44612041,?3.65 ,新车指导价16.50万(含税),2017-08,1.29万公里,烟台,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
江淮iEV6S 2016款 智享版  ,HC-49490863,?8.37 ,新车指导价23.90万(含税),2016-09,0.8万公里,开封,33,85.0,270,251,江淮汽车,小型SUV,2018-11-28
特斯拉MODEL S 2014款 MODEL S 85   ,HC-44134873,?46.00 ,新车指导价79.70万(含税),2014-09,4.91万公里,上海,85,270.0,440,502,特斯拉,中大型车,2018-11-28
长城C30新能源 2017款 EV 悦享型  ,HC-44733113,?6.40 ,新车指导价16.30万(含税),2017-10,3.78万公里,杭州,26.57,90.0,240,200,长城汽车,紧凑型车,2018-11-28
知豆D2 2017款 D2 乐享版   ,HC-44923381,?3.00 ,新车指导价16.50万(含税),2017-11,1.27万公里,杭州,18,15.0,90,155,知豆电动车,微型车,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵秀版  ,HC-45865037,?3.98 ,新车指导价17.10万(含税),2017-03,2.3万公里,台州,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
奇瑞eQ1 2017款 智享版 2座   ,HC-47546646,?5.00 ,新车指导价17.60万(含税),2018-05,0.35万公里,马鞍山,18.2,30.0,120,151,奇瑞新能源,微型车,2018-11-28
奇瑞eQ1 2017款 智享版 2座  ,HC-45598291,?3.70 ,新车指导价17.60万(含税),2017-06,4.67万公里,深圳,18.2,30.0,120,151,奇瑞新能源,微型车,2018-11-28
江淮iEV 2015款 iEV5  ,HC-46357421,?6.00 ,新车指导价19.50万(含税),2016-12,0.08万公里,桂林,23,50.0,215,170,江淮汽车,小型车,2018-11-28
长安欧尚 欧力威EV 2017款 精英型    ,HC-44822107,?6.70 ,新车指导价17.20万(含税),2017-12,1.14万公里,太原,34.6,67.0,240,252,长安汽车,小型车,2018-11-28
奇瑞eQ1 2017款 智炫版 2座  ,HC-44156162,?4.00 ,新车指导价18.00万(含税),2017-07,3.27万公里,上海,18.2,30.0,120,151,奇瑞新能源,微型车,2018-11-28
知豆D1 2016款 标准型 ,HC-44638595,?2.49 ,新车指导价17.20万(含税),2015-05,1.67万公里,唐山,18,15.0,95,180,知豆电动车,微型车,2018-11-28
北汽新能源 EC系列 2017款 EC180 灵动版   ,HC-44333666,?4.50 ,新车指导价16.50万(含税),2018-05,0.43万公里,石家庄,20.3,30.0,140,156,北汽新能源,微型车,2018-11-28
知豆D1 2016款 标准型  ,HC-44874819,?2.60 ,新车指导价17.20万(含税),2016-11,3.45万公里,厦门,18,15.0,95,180,知豆电动车,微型车,2018-11-28
腾势 2014款 尊贵版  ,HC-46365449,?18.00 ,新车指导价43.30万(含税),2016-08,2.89万公里,北京,47.5,86.0,290,253,腾势汽车,中型车,2018-11-28
比亚迪e5 2016款 300 豪华型 ,HC-49157418,?8.50 ,新车指导价26.00万(含税),2016-08,11.5万公里,重庆,43,160.0,310,305,比亚迪,紧凑型车,2018-11-28
比亚迪e6 2014款 豪华版 ,HC-48482834,?10.80 ,新车指导价33.60万(含税),2014-12,3.89万公里,南通,57,90.0,450,300,比亚迪,MPV,2018-11-28
北汽新能源 EC系列 2017款 EC200 灵动版  ,HC-46980828,?5.50 ,新车指导价17.20万(含税),2017-12,3.52万公里,上海,-,36.0,140,162,北汽新能源,微型车,2018-11-28
江铃集团新能源 江铃E200 2016款 标准型   ,HC-46936085,?4.05 ,新车指导价19.50万(含税),2017-12,0.01万公里,临沂,17.3,30.0,130,152,江铃集团新能源,微型车,2018-11-28
江淮iEV 2017款 iEV7   ,HC-47905215,?5.90 ,新车指导价17.20万(含税),2017-05,1.36万公里,自贡,24,50.0,215,180,江淮汽车,小型车,2018-11-28
众泰E200 2016款 三门两座科技版  ,HC-47906191,?5.00 ,新车指导价19.70万(含税),2017-11,0.23万公里,宿州,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
江铃集团新能源 江铃E200 2016款 舒适型  ,HC-46192802,?3.98 ,新车指导价19.80万(含税),2018-04,0.07万公里,许昌,17.3,30.0,130,152,江铃集团新能源,微型车,2018-11-28
众泰 芝麻 2017款 标准型    ,HC-48221707,?3.80 ,新车指导价13.00万(含税),2017-11,0.56万公里,焦作,16,30.0,150,150,众泰汽车,微型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E  ,HC-46634049,?5.20 ,新车指导价13.90万(含税),2018-03,0.68万公里,商丘,22,45.0,175,170,江淮汽车,微型车,2018-11-28
众泰E200 2016款 三门两座科技版  ,HC-52630955,?5.00 ,新车指导价19.70万(含税),2016-11,1.07万公里,青岛,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
吉利 帝豪EV 2016款 三厢 EV 尊贵型  ,HC-46302272,?12.00 ,新车指导价27.10万(含税),2016-10,3.81万公里,上海,45.3,95.0,240,253,吉利汽车,紧凑型车,2018-11-28
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版  ,HC-46204657,?4.20 ,新车指导价12.90万(含税),2018-03,0.72万公里,商丘,19.66,60.0,200,156,江淮汽车,微型车,2018-11-28
昌河 北斗星X5E 2017款 EV268 畅行版  ,HC-47203842,?6.00 ,新车指导价15.50万(含税),2017-12,0.36万公里,天津,32,55.0,180,260,北汽昌河,微型车,2018-11-28
众泰E200 2016款 三门两座科技版   ,HC-48587254,?4.50 ,新车指导价19.70万(含税),2017-04,1.07万公里,漳州,24.5,60.0,165,155,众泰汽车,微型车,2018-11-28
